"Period_id","Period","Period_Day","Periode_Date","Periode_Timestamp","Day_of_Month","Day_of_Year","Week_of_Month","Week_of_Year","Week_Number","Month","Month_Name","Month_Number","Trimester","Semester","Year","Date_Creation"
1195,,,09.04.13,,,,,,,,,,,,,
1196,,,10.04.13,,,,,,,,,,,,,
1197,,,11.04.13,,,,,,,,,,,,,
1198,,,12.04.13,,,,,,,,,,,,,
1199,,,13.04.13,,,,,,,,,,,,,
1200,,,14.04.13,,,,,,,,,,,,,
1201,,,15.04.13,,,,,,,,,,,,,
1202,,,16.04.13,,,,,,,,,,,,,
1203,,,17.04.13,,,,,,,,,,,,,
1204,,,18.04.13,,,,,,,,,,,,,
1205,,,19.04.13,,,,,,,,,,,,,
1206,,,20.04.13,,,,,,,,,,,,,
1207,,,21.04.13,,,,,,,,,,,,,
1208,,,22.04.13,,,,,,,,,,,,,
1209,,,23.04.13,,,,,,,,,,,,,
1210,,,24.04.13,,,,,,,,,,,,,
1211,,,25.04.13,,,,,,,,,,,,,
1212,,,26.04.13,,,,,,,,,,,,,
1213,,,27.04.13,,,,,,,,,,,,,
1214,,,28.04.13,,,,,,,,,,,,,
1215,,,29.04.13,,,,,,,,,,,,,
1216,,,30.04.13,,,,,,,,,,,,,
1217,,,01.05.13,,,,,,,,,,,,,
1218,,,02.05.13,,,,,,,,,,,,,
1219,,,03.05.13,,,,,,,,,,,,,
1220,,,04.05.13,,,,,,,,,,,,,
1221,,,05.05.13,,,,,,,,,,,,,
1222,,,06.05.13,,,,,,,,,,,,,
1223,,,07.05.13,,,,,,,,,,,,,
1224,,,08.05.13,,,,,,,,,,,,,
1225,,,09.05.13,,,,,,,,,,,,,
1226,,,10.05.13,,,,,,,,,,,,,
1227,,,11.05.13,,,,,,,,,,,,,
1228,,,12.05.13,,,,,,,,,,,,,
1229,,,13.05.13,,,,,,,,,,,,,
1230,,,14.05.13,,,,,,,,,,,,,
1231,,,15.05.13,,,,,,,,,,,,,
1232,,,16.05.13,,,,,,,,,,,,,
1233,,,17.05.13,,,,,,,,,,,,,
1234,,,18.05.13,,,,,,,,,,,,,
1235,,,19.05.13,,,,,,,,,,,,,
1236,,,20.05.13,,,,,,,,,,,,,
1237,,,21.05.13,,,,,,,,,,,,,
1238,,,22.05.13,,,,,,,,,,,,,
1239,,,23.05.13,,,,,,,,,,,,,
1240,,,24.05.13,,,,,,,,,,,,,
1241,,,25.05.13,,,,,,,,,,,,,
1242,,,26.05.13,,,,,,,,,,,,,
1243,,,27.05.13,,,,,,,,,,,,,
1244,,,28.05.13,,,,,,,,,,,,,
1245,,,29.05.13,,,,,,,,,,,,,
1246,,,30.05.13,,,,,,,,,,,,,
1247,,,31.05.13,,,,,,,,,,,,,
1248,,,01.06.13,,,,,,,,,,,,,
1249,,,02.06.13,,,,,,,,,,,,,
1250,,,03.06.13,,,,,,,,,,,,,
1251,,,04.06.13,,,,,,,,,,,,,
1252,,,05.06.13,,,,,,,,,,,,,
1253,,,06.06.13,,,,,,,,,,,,,
1254,,,07.06.13,,,,,,,,,,,,,
1255,,,08.06.13,,,,,,,,,,,,,
1256,,,09.06.13,,,,,,,,,,,,,
1257,,,10.06.13,,,,,,,,,,,,,
1258,,,11.06.13,,,,,,,,,,,,,
1259,,,12.06.13,,,,,,,,,,,,,
1260,,,13.06.13,,,,,,,,,,,,,
1261,,,14.06.13,,,,,,,,,,,,,
1262,,,15.06.13,,,,,,,,,,,,,
1263,,,16.06.13,,,,,,,,,,,,,
1264,,,17.06.13,,,,,,,,,,,,,
1265,,,18.06.13,,,,,,,,,,,,,
1266,,,19.06.13,,,,,,,,,,,,,
1267,,,20.06.13,,,,,,,,,,,,,
1268,,,21.06.13,,,,,,,,,,,,,
1269,,,22.06.13,,,,,,,,,,,,,
1270,,,23.06.13,,,,,,,,,,,,,
1271,,,24.06.13,,,,,,,,,,,,,
1272,,,25.06.13,,,,,,,,,,,,,
1273,,,26.06.13,,,,,,,,,,,,,
1274,,,27.06.13,,,,,,,,,,,,,
1275,,,28.06.13,,,,,,,,,,,,,
1276,,,29.06.13,,,,,,,,,,,,,
1277,,,30.06.13,,,,,,,,,,,,,
1278,,,01.07.13,,,,,,,,,,,,,
1279,,,02.07.13,,,,,,,,,,,,,
1280,,,03.07.13,,,,,,,,,,,,,
1281,,,04.07.13,,,,,,,,,,,,,
1282,,,05.07.13,,,,,,,,,,,,,
1283,,,06.07.13,,,,,,,,,,,,,
1284,,,07.07.13,,,,,,,,,,,,,
1285,,,08.07.13,,,,,,,,,,,,,
1286,,,09.07.13,,,,,,,,,,,,,
1287,,,10.07.13,,,,,,,,,,,,,
1288,,,11.07.13,,,,,,,,,,,,,
1289,,,12.07.13,,,,,,,,,,,,,
1290,,,13.07.13,,,,,,,,,,,,,
1291,,,14.07.13,,,,,,,,,,,,,
1292,,,15.07.13,,,,,,,,,,,,,
1293,,,16.07.13,,,,,,,,,,,,,
1294,,,17.07.13,,,,,,,,,,,,,
1295,,,18.07.13,,,,,,,,,,,,,
1296,,,19.07.13,,,,,,,,,,,,,
1297,,,20.07.13,,,,,,,,,,,,,
1298,,,21.07.13,,,,,,,,,,,,,
1299,,,22.07.13,,,,,,,,,,,,,
1300,,,23.07.13,,,,,,,,,,,,,
1301,,,24.07.13,,,,,,,,,,,,,
1302,,,25.07.13,,,,,,,,,,,,,
1303,,,26.07.13,,,,,,,,,,,,,
1304,,,27.07.13,,,,,,,,,,,,,
1305,,,28.07.13,,,,,,,,,,,,,
1306,,,29.07.13,,,,,,,,,,,,,
1307,,,30.07.13,,,,,,,,,,,,,
1308,,,31.07.13,,,,,,,,,,,,,
1309,,,01.08.13,,,,,,,,,,,,,
1310,,,02.08.13,,,,,,,,,,,,,
1311,,,03.08.13,,,,,,,,,,,,,
1312,,,04.08.13,,,,,,,,,,,,,
1313,,,05.08.13,,,,,,,,,,,,,
1314,,,06.08.13,,,,,,,,,,,,,
1315,,,07.08.13,,,,,,,,,,,,,
1316,,,08.08.13,,,,,,,,,,,,,
1317,,,09.08.13,,,,,,,,,,,,,
1318,,,10.08.13,,,,,,,,,,,,,
1319,,,11.08.13,,,,,,,,,,,,,
1320,,,12.08.13,,,,,,,,,,,,,
1321,,,13.08.13,,,,,,,,,,,,,
1322,,,14.08.13,,,,,,,,,,,,,
1323,,,15.08.13,,,,,,,,,,,,,
1324,,,16.08.13,,,,,,,,,,,,,
1325,,,17.08.13,,,,,,,,,,,,,
1326,,,18.08.13,,,,,,,,,,,,,
1327,,,19.08.13,,,,,,,,,,,,,
1328,,,20.08.13,,,,,,,,,,,,,
1329,,,21.08.13,,,,,,,,,,,,,
1330,,,22.08.13,,,,,,,,,,,,,
1331,,,23.08.13,,,,,,,,,,,,,
1332,,,24.08.13,,,,,,,,,,,,,
1333,,,25.08.13,,,,,,,,,,,,,
1334,,,26.08.13,,,,,,,,,,,,,
1335,,,27.08.13,,,,,,,,,,,,,
1336,,,28.08.13,,,,,,,,,,,,,
1337,,,29.08.13,,,,,,,,,,,,,
1338,,,30.08.13,,,,,,,,,,,,,
1339,,,31.08.13,,,,,,,,,,,,,
1340,,,01.09.13,,,,,,,,,,,,,
1341,,,02.09.13,,,,,,,,,,,,,
1342,,,03.09.13,,,,,,,,,,,,,
1343,,,04.09.13,,,,,,,,,,,,,
1344,,,05.09.13,,,,,,,,,,,,,
1345,,,06.09.13,,,,,,,,,,,,,
1346,,,07.09.13,,,,,,,,,,,,,
1347,,,08.09.13,,,,,,,,,,,,,
1348,,,09.09.13,,,,,,,,,,,,,
1349,,,10.09.13,,,,,,,,,,,,,
1350,,,11.09.13,,,,,,,,,,,,,
1351,,,12.09.13,,,,,,,,,,,,,
1352,,,13.09.13,,,,,,,,,,,,,
1353,,,14.09.13,,,,,,,,,,,,,
1354,,,15.09.13,,,,,,,,,,,,,
1355,,,16.09.13,,,,,,,,,,,,,
1356,,,17.09.13,,,,,,,,,,,,,
1357,,,18.09.13,,,,,,,,,,,,,
1358,,,19.09.13,,,,,,,,,,,,,
1359,,,20.09.13,,,,,,,,,,,,,
1360,,,21.09.13,,,,,,,,,,,,,
1361,,,22.09.13,,,,,,,,,,,,,
1362,,,23.09.13,,,,,,,,,,,,,
1363,,,24.09.13,,,,,,,,,,,,,
1364,,,25.09.13,,,,,,,,,,,,,
1365,,,26.09.13,,,,,,,,,,,,,
1366,,,27.09.13,,,,,,,,,,,,,
1367,,,28.09.13,,,,,,,,,,,,,
1368,,,29.09.13,,,,,,,,,,,,,
1369,,,30.09.13,,,,,,,,,,,,,
1370,,,01.10.13,,,,,,,,,,,,,
1371,,,02.10.13,,,,,,,,,,,,,
1372,,,03.10.13,,,,,,,,,,,,,
1373,,,04.10.13,,,,,,,,,,,,,
1374,,,05.10.13,,,,,,,,,,,,,
1375,,,06.10.13,,,,,,,,,,,,,
1376,,,07.10.13,,,,,,,,,,,,,
1377,,,08.10.13,,,,,,,,,,,,,
1378,,,09.10.13,,,,,,,,,,,,,
1379,,,10.10.13,,,,,,,,,,,,,
1380,,,11.10.13,,,,,,,,,,,,,
1381,,,12.10.13,,,,,,,,,,,,,
1382,,,13.10.13,,,,,,,,,,,,,
1383,,,14.10.13,,,,,,,,,,,,,
1384,,,15.10.13,,,,,,,,,,,,,
1385,,,16.10.13,,,,,,,,,,,,,
1386,,,17.10.13,,,,,,,,,,,,,
1387,,,18.10.13,,,,,,,,,,,,,
1388,,,19.10.13,,,,,,,,,,,,,
1389,,,20.10.13,,,,,,,,,,,,,
1390,,,21.10.13,,,,,,,,,,,,,
1391,,,22.10.13,,,,,,,,,,,,,
1392,,,23.10.13,,,,,,,,,,,,,
1393,,,24.10.13,,,,,,,,,,,,,
1394,,,25.10.13,,,,,,,,,,,,,
1395,,,26.10.13,,,,,,,,,,,,,
1396,,,27.10.13,,,,,,,,,,,,,
1397,,,28.10.13,,,,,,,,,,,,,
1398,,,29.10.13,,,,,,,,,,,,,
1399,,,30.10.13,,,,,,,,,,,,,
1400,,,31.10.13,,,,,,,,,,,,,
1401,,,01.11.13,,,,,,,,,,,,,
1402,,,02.11.13,,,,,,,,,,,,,
1403,,,03.11.13,,,,,,,,,,,,,
1404,,,04.11.13,,,,,,,,,,,,,
1405,,,05.11.13,,,,,,,,,,,,,
1406,,,06.11.13,,,,,,,,,,,,,
1407,,,07.11.13,,,,,,,,,,,,,
1408,,,08.11.13,,,,,,,,,,,,,
1409,,,09.11.13,,,,,,,,,,,,,
1410,,,10.11.13,,,,,,,,,,,,,
1411,,,11.11.13,,,,,,,,,,,,,
1412,,,12.11.13,,,,,,,,,,,,,
1413,,,13.11.13,,,,,,,,,,,,,
1414,,,14.11.13,,,,,,,,,,,,,
1415,,,15.11.13,,,,,,,,,,,,,
1416,,,16.11.13,,,,,,,,,,,,,
1417,,,17.11.13,,,,,,,,,,,,,
1418,,,18.11.13,,,,,,,,,,,,,
1419,,,19.11.13,,,,,,,,,,,,,
1420,,,20.11.13,,,,,,,,,,,,,
1421,,,21.11.13,,,,,,,,,,,,,
1422,,,22.11.13,,,,,,,,,,,,,
1423,,,23.11.13,,,,,,,,,,,,,
1424,,,24.11.13,,,,,,,,,,,,,
1425,,,25.11.13,,,,,,,,,,,,,
1426,,,26.11.13,,,,,,,,,,,,,
1427,,,27.11.13,,,,,,,,,,,,,
1428,,,28.11.13,,,,,,,,,,,,,
1429,,,29.11.13,,,,,,,,,,,,,
1430,,,30.11.13,,,,,,,,,,,,,
1431,,,01.12.13,,,,,,,,,,,,,
1432,,,02.12.13,,,,,,,,,,,,,
1433,,,03.12.13,,,,,,,,,,,,,
1434,,,04.12.13,,,,,,,,,,,,,
1435,,,05.12.13,,,,,,,,,,,,,
1436,,,06.12.13,,,,,,,,,,,,,
1437,,,07.12.13,,,,,,,,,,,,,
1438,,,08.12.13,,,,,,,,,,,,,
1439,,,09.12.13,,,,,,,,,,,,,
1440,,,10.12.13,,,,,,,,,,,,,
1441,,,11.12.13,,,,,,,,,,,,,
1442,,,12.12.13,,,,,,,,,,,,,
1443,,,13.12.13,,,,,,,,,,,,,
1444,,,14.12.13,,,,,,,,,,,,,
1445,,,15.12.13,,,,,,,,,,,,,
1446,,,16.12.13,,,,,,,,,,,,,
1447,,,17.12.13,,,,,,,,,,,,,
1448,,,18.12.13,,,,,,,,,,,,,
1449,,,19.12.13,,,,,,,,,,,,,
1450,,,20.12.13,,,,,,,,,,,,,
1451,,,21.12.13,,,,,,,,,,,,,
1452,,,22.12.13,,,,,,,,,,,,,
1453,,,23.12.13,,,,,,,,,,,,,
1454,,,24.12.13,,,,,,,,,,,,,
1455,,,25.12.13,,,,,,,,,,,,,
1456,,,26.12.13,,,,,,,,,,,,,
1457,,,27.12.13,,,,,,,,,,,,,
1458,,,28.12.13,,,,,,,,,,,,,
1459,,,29.12.13,,,,,,,,,,,,,
1460,,,30.12.13,,,,,,,,,,,,,
1461,,,31.12.13,,,,,,,,,,,,,
1462,,,01.01.14,,,,,,,,,,,,,
1463,,,02.01.14,,,,,,,,,,,,,
1464,,,03.01.14,,,,,,,,,,,,,
1465,,,04.01.14,,,,,,,,,,,,,
1466,,,05.01.14,,,,,,,,,,,,,
1467,,,06.01.14,,,,,,,,,,,,,
1468,,,07.01.14,,,,,,,,,,,,,
1469,,,08.01.14,,,,,,,,,,,,,
1470,,,09.01.14,,,,,,,,,,,,,
1471,,,10.01.14,,,,,,,,,,,,,
1472,,,11.01.14,,,,,,,,,,,,,
1473,,,12.01.14,,,,,,,,,,,,,
1474,,,13.01.14,,,,,,,,,,,,,
1475,,,14.01.14,,,,,,,,,,,,,
1476,,,15.01.14,,,,,,,,,,,,,
1477,,,16.01.14,,,,,,,,,,,,,
1478,,,17.01.14,,,,,,,,,,,,,
1479,,,18.01.14,,,,,,,,,,,,,
1480,,,19.01.14,,,,,,,,,,,,,
1481,,,20.01.14,,,,,,,,,,,,,
1482,,,21.01.14,,,,,,,,,,,,,
1483,,,22.01.14,,,,,,,,,,,,,
1484,,,23.01.14,,,,,,,,,,,,,
1485,,,24.01.14,,,,,,,,,,,,,
1486,,,25.01.14,,,,,,,,,,,,,
1487,,,26.01.14,,,,,,,,,,,,,
1488,,,27.01.14,,,,,,,,,,,,,
1489,,,28.01.14,,,,,,,,,,,,,
1490,,,29.01.14,,,,,,,,,,,,,
1491,,,30.01.14,,,,,,,,,,,,,
1492,,,31.01.14,,,,,,,,,,,,,
1493,,,01.02.14,,,,,,,,,,,,,
1494,,,02.02.14,,,,,,,,,,,,,
1495,,,03.02.14,,,,,,,,,,,,,
1496,,,04.02.14,,,,,,,,,,,,,
1497,,,05.02.14,,,,,,,,,,,,,
1498,,,06.02.14,,,,,,,,,,,,,
1499,,,07.02.14,,,,,,,,,,,,,
1500,,,08.02.14,,,,,,,,,,,,,
1501,,,09.02.14,,,,,,,,,,,,,
1502,,,10.02.14,,,,,,,,,,,,,
1503,,,11.02.14,,,,,,,,,,,,,
1504,,,12.02.14,,,,,,,,,,,,,
1505,,,13.02.14,,,,,,,,,,,,,
1506,,,14.02.14,,,,,,,,,,,,,
1507,,,15.02.14,,,,,,,,,,,,,
1508,,,16.02.14,,,,,,,,,,,,,
1509,,,17.02.14,,,,,,,,,,,,,
1510,,,18.02.14,,,,,,,,,,,,,
1511,,,19.02.14,,,,,,,,,,,,,
1512,,,20.02.14,,,,,,,,,,,,,
1513,,,21.02.14,,,,,,,,,,,,,
1514,,,22.02.14,,,,,,,,,,,,,
1515,,,23.02.14,,,,,,,,,,,,,
1516,,,24.02.14,,,,,,,,,,,,,
1517,,,25.02.14,,,,,,,,,,,,,
1518,,,26.02.14,,,,,,,,,,,,,
1519,,,27.02.14,,,,,,,,,,,,,
1520,,,28.02.14,,,,,,,,,,,,,
1521,,,01.03.14,,,,,,,,,,,,,
1522,,,02.03.14,,,,,,,,,,,,,
1523,,,03.03.14,,,,,,,,,,,,,
1524,,,04.03.14,,,,,,,,,,,,,
1525,,,05.03.14,,,,,,,,,,,,,
1526,,,06.03.14,,,,,,,,,,,,,
1527,,,07.03.14,,,,,,,,,,,,,
1528,,,08.03.14,,,,,,,,,,,,,
1529,,,09.03.14,,,,,,,,,,,,,
1530,,,10.03.14,,,,,,,,,,,,,
1531,,,11.03.14,,,,,,,,,,,,,
1532,,,12.03.14,,,,,,,,,,,,,
1533,,,13.03.14,,,,,,,,,,,,,
1534,,,14.03.14,,,,,,,,,,,,,
1535,,,15.03.14,,,,,,,,,,,,,
1536,,,16.03.14,,,,,,,,,,,,,
1537,,,17.03.14,,,,,,,,,,,,,
1538,,,18.03.14,,,,,,,,,,,,,
1539,,,19.03.14,,,,,,,,,,,,,
1540,,,20.03.14,,,,,,,,,,,,,
1541,,,21.03.14,,,,,,,,,,,,,
1542,,,22.03.14,,,,,,,,,,,,,
1543,,,23.03.14,,,,,,,,,,,,,
1544,,,24.03.14,,,,,,,,,,,,,
1545,,,25.03.14,,,,,,,,,,,,,
1546,,,26.03.14,,,,,,,,,,,,,
1547,,,27.03.14,,,,,,,,,,,,,
1548,,,28.03.14,,,,,,,,,,,,,
1549,,,29.03.14,,,,,,,,,,,,,
1550,,,30.03.14,,,,,,,,,,,,,
1551,,,31.03.14,,,,,,,,,,,,,
1552,,,01.04.14,,,,,,,,,,,,,
1553,,,02.04.14,,,,,,,,,,,,,
1554,,,03.04.14,,,,,,,,,,,,,
1555,,,04.04.14,,,,,,,,,,,,,
1556,,,05.04.14,,,,,,,,,,,,,
1557,,,06.04.14,,,,,,,,,,,,,
1558,,,07.04.14,,,,,,,,,,,,,
1559,,,08.04.14,,,,,,,,,,,,,
1560,,,09.04.14,,,,,,,,,,,,,
1561,,,10.04.14,,,,,,,,,,,,,
1562,,,11.04.14,,,,,,,,,,,,,
1563,,,12.04.14,,,,,,,,,,,,,
1564,,,13.04.14,,,,,,,,,,,,,
1565,,,14.04.14,,,,,,,,,,,,,
1566,,,15.04.14,,,,,,,,,,,,,
1567,,,16.04.14,,,,,,,,,,,,,
1568,,,17.04.14,,,,,,,,,,,,,
1569,,,18.04.14,,,,,,,,,,,,,
1570,,,19.04.14,,,,,,,,,,,,,
1571,,,20.04.14,,,,,,,,,,,,,
1572,,,21.04.14,,,,,,,,,,,,,
1573,,,22.04.14,,,,,,,,,,,,,
1574,,,23.04.14,,,,,,,,,,,,,
1575,,,24.04.14,,,,,,,,,,,,,
1576,,,25.04.14,,,,,,,,,,,,,
1577,,,26.04.14,,,,,,,,,,,,,
1578,,,27.04.14,,,,,,,,,,,,,
1579,,,28.04.14,,,,,,,,,,,,,
1580,,,29.04.14,,,,,,,,,,,,,
1581,,,30.04.14,,,,,,,,,,,,,
1582,,,01.05.14,,,,,,,,,,,,,
1583,,,02.05.14,,,,,,,,,,,,,
1584,,,03.05.14,,,,,,,,,,,,,
1585,,,04.05.14,,,,,,,,,,,,,
1586,,,05.05.14,,,,,,,,,,,,,
1587,,,06.05.14,,,,,,,,,,,,,
1588,,,07.05.14,,,,,,,,,,,,,
1589,,,08.05.14,,,,,,,,,,,,,
1590,,,09.05.14,,,,,,,,,,,,,
1591,,,10.05.14,,,,,,,,,,,,,
1592,,,11.05.14,,,,,,,,,,,,,
1593,,,12.05.14,,,,,,,,,,,,,
1594,,,13.05.14,,,,,,,,,,,,,
1595,,,14.05.14,,,,,,,,,,,,,
1596,,,15.05.14,,,,,,,,,,,,,
1597,,,16.05.14,,,,,,,,,,,,,
1598,,,17.05.14,,,,,,,,,,,,,
1599,,,18.05.14,,,,,,,,,,,,,
1600,,,19.05.14,,,,,,,,,,,,,
1601,,,20.05.14,,,,,,,,,,,,,
1602,,,21.05.14,,,,,,,,,,,,,
1603,,,22.05.14,,,,,,,,,,,,,
1604,,,23.05.14,,,,,,,,,,,,,
1605,,,24.05.14,,,,,,,,,,,,,
1606,,,25.05.14,,,,,,,,,,,,,
1607,,,26.05.14,,,,,,,,,,,,,
1608,,,27.05.14,,,,,,,,,,,,,
1609,,,28.05.14,,,,,,,,,,,,,
1610,,,29.05.14,,,,,,,,,,,,,
1611,,,30.05.14,,,,,,,,,,,,,
1612,,,31.05.14,,,,,,,,,,,,,
1613,,,01.06.14,,,,,,,,,,,,,
1614,,,02.06.14,,,,,,,,,,,,,
1615,,,03.06.14,,,,,,,,,,,,,
1616,,,04.06.14,,,,,,,,,,,,,
1617,,,05.06.14,,,,,,,,,,,,,
1618,,,06.06.14,,,,,,,,,,,,,
1619,,,07.06.14,,,,,,,,,,,,,
1620,,,08.06.14,,,,,,,,,,,,,
1621,,,09.06.14,,,,,,,,,,,,,
1622,,,10.06.14,,,,,,,,,,,,,
1623,,,11.06.14,,,,,,,,,,,,,
1624,,,12.06.14,,,,,,,,,,,,,
1625,,,13.06.14,,,,,,,,,,,,,
1626,,,14.06.14,,,,,,,,,,,,,
1627,,,15.06.14,,,,,,,,,,,,,
1628,,,16.06.14,,,,,,,,,,,,,
1629,,,17.06.14,,,,,,,,,,,,,
1630,,,18.06.14,,,,,,,,,,,,,
1631,,,19.06.14,,,,,,,,,,,,,
1632,,,20.06.14,,,,,,,,,,,,,
1633,,,21.06.14,,,,,,,,,,,,,
1634,,,22.06.14,,,,,,,,,,,,,
1635,,,23.06.14,,,,,,,,,,,,,
1636,,,24.06.14,,,,,,,,,,,,,
1637,,,25.06.14,,,,,,,,,,,,,
1638,,,26.06.14,,,,,,,,,,,,,
1639,,,27.06.14,,,,,,,,,,,,,
1640,,,28.06.14,,,,,,,,,,,,,
1641,,,29.06.14,,,,,,,,,,,,,
1642,,,30.06.14,,,,,,,,,,,,,
1643,,,01.07.14,,,,,,,,,,,,,
1644,,,02.07.14,,,,,,,,,,,,,
1645,,,03.07.14,,,,,,,,,,,,,
1646,,,04.07.14,,,,,,,,,,,,,
1647,,,05.07.14,,,,,,,,,,,,,
1648,,,06.07.14,,,,,,,,,,,,,
1649,,,07.07.14,,,,,,,,,,,,,
1650,,,08.07.14,,,,,,,,,,,,,
1651,,,09.07.14,,,,,,,,,,,,,
1652,,,10.07.14,,,,,,,,,,,,,
1653,,,11.07.14,,,,,,,,,,,,,
1654,,,12.07.14,,,,,,,,,,,,,
1655,,,13.07.14,,,,,,,,,,,,,
1656,,,14.07.14,,,,,,,,,,,,,
1657,,,15.07.14,,,,,,,,,,,,,
1658,,,16.07.14,,,,,,,,,,,,,
1659,,,17.07.14,,,,,,,,,,,,,
1660,,,18.07.14,,,,,,,,,,,,,
1661,,,19.07.14,,,,,,,,,,,,,
1662,,,20.07.14,,,,,,,,,,,,,
1663,,,21.07.14,,,,,,,,,,,,,
1664,,,22.07.14,,,,,,,,,,,,,
1665,,,23.07.14,,,,,,,,,,,,,
1666,,,24.07.14,,,,,,,,,,,,,
1667,,,25.07.14,,,,,,,,,,,,,
1668,,,26.07.14,,,,,,,,,,,,,
1669,,,27.07.14,,,,,,,,,,,,,
1670,,,28.07.14,,,,,,,,,,,,,
1671,,,29.07.14,,,,,,,,,,,,,
1672,,,30.07.14,,,,,,,,,,,,,
1673,,,31.07.14,,,,,,,,,,,,,
1674,,,01.08.14,,,,,,,,,,,,,
1675,,,02.08.14,,,,,,,,,,,,,
1676,,,03.08.14,,,,,,,,,,,,,
1677,,,04.08.14,,,,,,,,,,,,,
1678,,,05.08.14,,,,,,,,,,,,,
1679,,,06.08.14,,,,,,,,,,,,,
1680,,,07.08.14,,,,,,,,,,,,,
1681,,,08.08.14,,,,,,,,,,,,,
1682,,,09.08.14,,,,,,,,,,,,,
1683,,,10.08.14,,,,,,,,,,,,,
1684,,,11.08.14,,,,,,,,,,,,,
1685,,,12.08.14,,,,,,,,,,,,,
1686,,,13.08.14,,,,,,,,,,,,,
1687,,,14.08.14,,,,,,,,,,,,,
1688,,,15.08.14,,,,,,,,,,,,,
1689,,,16.08.14,,,,,,,,,,,,,
1690,,,17.08.14,,,,,,,,,,,,,
1691,,,18.08.14,,,,,,,,,,,,,
1692,,,19.08.14,,,,,,,,,,,,,
1693,,,20.08.14,,,,,,,,,,,,,
1694,,,21.08.14,,,,,,,,,,,,,
1695,,,22.08.14,,,,,,,,,,,,,
1696,,,23.08.14,,,,,,,,,,,,,
1697,,,24.08.14,,,,,,,,,,,,,
1698,,,25.08.14,,,,,,,,,,,,,
1699,,,26.08.14,,,,,,,,,,,,,
1700,,,27.08.14,,,,,,,,,,,,,
1701,,,28.08.14,,,,,,,,,,,,,
1702,,,29.08.14,,,,,,,,,,,,,
1703,,,30.08.14,,,,,,,,,,,,,
1704,,,31.08.14,,,,,,,,,,,,,
1705,,,01.09.14,,,,,,,,,,,,,
1706,,,02.09.14,,,,,,,,,,,,,
1707,,,03.09.14,,,,,,,,,,,,,
1708,,,04.09.14,,,,,,,,,,,,,
1709,,,05.09.14,,,,,,,,,,,,,
1710,,,06.09.14,,,,,,,,,,,,,
1711,,,07.09.14,,,,,,,,,,,,,
1712,,,08.09.14,,,,,,,,,,,,,
1713,,,09.09.14,,,,,,,,,,,,,
1714,,,10.09.14,,,,,,,,,,,,,
1715,,,11.09.14,,,,,,,,,,,,,
1716,,,12.09.14,,,,,,,,,,,,,
1717,,,13.09.14,,,,,,,,,,,,,
1718,,,14.09.14,,,,,,,,,,,,,
1719,,,15.09.14,,,,,,,,,,,,,
1720,,,16.09.14,,,,,,,,,,,,,
1721,,,17.09.14,,,,,,,,,,,,,
1722,,,18.09.14,,,,,,,,,,,,,
1723,,,19.09.14,,,,,,,,,,,,,
1724,,,20.09.14,,,,,,,,,,,,,
1725,,,21.09.14,,,,,,,,,,,,,
1726,,,22.09.14,,,,,,,,,,,,,
1727,,,23.09.14,,,,,,,,,,,,,
1728,,,24.09.14,,,,,,,,,,,,,
1729,,,25.09.14,,,,,,,,,,,,,
1730,,,26.09.14,,,,,,,,,,,,,
1731,,,27.09.14,,,,,,,,,,,,,
1732,,,28.09.14,,,,,,,,,,,,,
1733,,,29.09.14,,,,,,,,,,,,,
1734,,,30.09.14,,,,,,,,,,,,,
1735,,,01.10.14,,,,,,,,,,,,,
1736,,,02.10.14,,,,,,,,,,,,,
1737,,,03.10.14,,,,,,,,,,,,,
1738,,,04.10.14,,,,,,,,,,,,,
1739,,,05.10.14,,,,,,,,,,,,,
1740,,,06.10.14,,,,,,,,,,,,,
1741,,,07.10.14,,,,,,,,,,,,,
1742,,,08.10.14,,,,,,,,,,,,,
1743,,,09.10.14,,,,,,,,,,,,,
1744,,,10.10.14,,,,,,,,,,,,,
1745,,,11.10.14,,,,,,,,,,,,,
1746,,,12.10.14,,,,,,,,,,,,,
1747,,,13.10.14,,,,,,,,,,,,,
1748,,,14.10.14,,,,,,,,,,,,,
1749,,,15.10.14,,,,,,,,,,,,,
1750,,,16.10.14,,,,,,,,,,,,,
1751,,,17.10.14,,,,,,,,,,,,,
1752,,,18.10.14,,,,,,,,,,,,,
1753,,,19.10.14,,,,,,,,,,,,,
1754,,,20.10.14,,,,,,,,,,,,,
1755,,,21.10.14,,,,,,,,,,,,,
1756,,,22.10.14,,,,,,,,,,,,,
1757,,,23.10.14,,,,,,,,,,,,,
1758,,,24.10.14,,,,,,,,,,,,,
1759,,,25.10.14,,,,,,,,,,,,,
1760,,,26.10.14,,,,,,,,,,,,,
1761,,,27.10.14,,,,,,,,,,,,,
1762,,,28.10.14,,,,,,,,,,,,,
1763,,,29.10.14,,,,,,,,,,,,,
1764,,,30.10.14,,,,,,,,,,,,,
1765,,,31.10.14,,,,,,,,,,,,,
1766,,,01.11.14,,,,,,,,,,,,,
1767,,,02.11.14,,,,,,,,,,,,,
1768,,,03.11.14,,,,,,,,,,,,,
1769,,,04.11.14,,,,,,,,,,,,,
1770,,,05.11.14,,,,,,,,,,,,,
1771,,,06.11.14,,,,,,,,,,,,,
1772,,,07.11.14,,,,,,,,,,,,,
